prompt,classes,answer_index
Does the following sentence have a grammatical error in it? Sentence: Those languages in a fair camp uselessly recognised a steady face. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A loose toothpaste of both clovers famously spares a visitor. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The grubby locket voluntarily targeted sisters. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The slimy ghosts mysteriously situate the bucket. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Plastics in a squealing maid zestily constituted the unusual child. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Pigs knottily stem a cast. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A salty quicksand greatly phoned famous eyes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few different kittens of a couple weary ministers dreamily forgive the envious butter. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A money on a few gleaming boys upbeat spoils health. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both woods on a fan really explored a road. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Different halls gratefully shop a squeaky kite. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A hilarious yard on a kite sternly attracted important cups. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Fantastic geese colorfully transform a disgusted banana. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A comfortable camp furiously shifted the false afterthoughts. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A sleepy fireman fiercely regarded the scarf. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A cow briefly burned a drug. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A number in prickly dusts in the splendid roads mysteriously proceed the damaged pies. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few difficult beginners on a solid girl surprisingly prompted a plantation. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The ball hungrily integrates the acoustics. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The tired beans of the filthy doctor frightfully disturbed the grain. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The coach in a circle suddenly undergoes some sugars. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An angry ball famously waved a tiny bed. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The rewards in a few airplanes jealously touched arithmetics. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some frogs on a month kindly predicted a boy. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The hot in the rich map meaningfully races honeys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The meals on the proud star in those loose toothpastes extremely contrasted a cast. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple toes monthly blow bumpy moons. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those activities terribly swallow those scratchy horns. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A trick in those different lunchrooms longingly confirms the writers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple titles quietly advance the alert loaf. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The arithmetics on a large health merrily touch a couple rewards. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The quilt deceivingly trains those upset mothers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many stupid tigers poorly commenced zebras. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many graceful territories unexpectedly comply some damaged popcorns. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Stale wildernesses vastly swear a few toes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A stale notebook in both depressed toes yieldingly impress both mad strings. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Popcorns in a gentle meal equally aided the tray. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple apparels on many fleshes tomorrow qualify the charming nose. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The modern grape foolishly minded a stage. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The short basket on a cloudy cannon bitterly reacted the road. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The quiet believes easily questioned a sleepy juice. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An uncle on some brainy plantations unfortunately depends those beads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The spy in the broad sinks kissingly stimulated a lovely club. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those lively grasses on the milk bitterly filed a high-pitched pancake. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An obedient balloon offensively complains a twig. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A repulsive lamp in a grieving goose enthusiastically minds the amused wing. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The lonely shops wonderfully intervened short writers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A fantastic bait in the old-fashioned cable seemingly breathed a disturbed fight. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some bland beams gladly clarified thrones. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The purring balloons nearly specify those stupid numbers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many angers in pears keenly delayed a few weary milks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both cautious deer in the perfect breads unnaturally situate a couple enthusiastic feasts. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Repulsive summers of the songs carefully evolve a bright spot. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many achieves of a few old boots in the brave meal limply consist some basketballs. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A dad wildly consists the beggar. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pockets soon illustrated the apples. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both cups in a misty breakfast offensively test some grapes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A hydrant in both cacti daintily emphasized toads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The sister in upset brothers healthily doubts those modern routes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The shiny child loftily deprived those juicy borders. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The chilly lace selfishly interrupts those crows. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some sodas in the clever dads immediately originated the fake cave. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A hungry calculator of the rapid dad ferociously extracted the apple. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Oceans jaggedly recognized fights. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The boy excitedly deprived anxious boys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A smoggy straw in a tame chicken far confessed a pocket. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The cooing ladybug unfortunately diverted many colourful crates. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The witty pears blindly depend bikes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The smoggy years in grubby breads too dance solid tables. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The hushed tub unbearably eliminated some donkeys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple cables on those perfect playgrounds urgently commented the foolish clubs. Answer:,[' Yes', ' No'],1
